char_simpl,char_trad,ucn,all_readings,unique_bases,mandarin_raw,hanyupinyin_raw,definition,reading_sources
揣,揣,U+63E3,chuāi chuǎi duǒ zhuī tuán chuài,chuai duo zhui tuan,chuāi,"31917.060:chuǎi,duǒ,zhuī,tuán,chuāi,chuài",put things under clothes,"kMandarin,kHanyuPinyin"
揥,揥,U+63E5,tì dì,ti di,tì,"31923.060:tì,dì",scratcher,"kMandarin,kHanyuPinyin"
揩,揩,U+63E9,kāi jiá,kai jia,kāi,"31914.030:kāi,jiá","rub and wipe, dust, clean","kMandarin,kHanyuPinyin"
揭,揭,U+63ED,jiē qì hé,jie qi he,jiē,"31916.050:jiē,qì,hé","raise, lift up; surname","kMandarin,kHanyuPinyin"
挥,揮,U+63EE,huī hún,hui hun,huī,"31925.040:huī,hún",direct; wipe away; squander,"kMandarin,kHanyuPinyin"
揰,揰,U+63F0,chòng dǒng,chong dong,chòng,"31919.030:chòng,dǒng",to push in or poke out; a punch; (Cant.) to collide,"kMandarin,kHanyuPinyin"
揱,揱,U+63F1,xiāo shuò xiān,xiao shuo xian,xiāo,"31910.060:xiāo,shuò,xiān",,"kMandarin,kHanyuPinyin"
揲,揲,U+63F2,dié shé yè,die she ye,dié,"31911.150:shé,dié,yè",to sort out the stalks used in divination; to fold,"kMandarin,kHanyuPinyin"
揳,揳,U+63F3,xiē xiè xié jiá,xie jia,xiē,"31911.030:xiè,xié,jiá,xiē",wipe; estimate,"kMandarin,kHanyuPinyin"
援,援,U+63F4,yuán huàn,yuan huan,yuán,"31921.050:yuán,huàn","aid, assist; lead; cite","kMandarin,kHanyuPinyin"
揵,揵,U+63F5,qián jiàn jiǎn,qian jian,qián,"31908.010:qián,jiàn,jiǎn",carry,"kMandarin,kHanyuPinyin"
揾,揾,U+63FE,wèn wù,wen wu,wèn,"31916.030:wèn,wù",wipe off; press down with knuckle,"kMandarin,kHanyuPinyin"
搉,搉,U+6409,què huō,que huo,què,"31937.090:què,huō",knock; pick out; ridicule,"kMandarin,kHanyuPinyin"
搊,搊,U+640A,chōu zǒu zhū,chou zou zhu,chōu,"31935.070:chōu,zǒu,zhū",pluck,"kMandarin,kHanyuPinyin"
搋,搋,U+640B,chuāi chǐ yí,chuai chi yi,chuāi,"31932.140:chuāi,chǐ,yí",to thump,"kMandarin,kHanyuPinyin"
搑,搑,U+6411,róng náng nǎng,rong nang,róng,"31929.020:róng,náng,nǎng",,"kMandarin,kHanyuPinyin"
搒,搒,U+6412,bàng péng bēng bǎng,bang peng beng,bàng,"31936.030:péng,bēng,bàng,bǎng",pole; beat,"kMandarin,kHanyuPinyin"
搓,搓,U+6413,cuō cuǒ chāi,cuo chai,cuō,"31923.100:cuō,cuǒ,chāi",to rub or roll between the hands,"kMandarin,kHanyuPinyin"
搕,搕,U+6415,kē è,ke e,kē,"31928.130:kē,è",to strike; to take in the hand,"kMandarin,kHanyuPinyin"
搙,搙,U+6419,nù nuò nòu,nu nuo nou,nù,"31930.080:nù,nuò,nòu",to handle; to play with,"kMandarin,kHanyuPinyin"
搚,搚,U+641A,lā xié xiàn,la xie xian,lā,"31938.120:lā,xié,xiàn",,"kMandarin,kHanyuPinyin"
搛,搛,U+641B,jiān lián,jian lian,jiān,"31936.060:jiān,lián",to pick up with chopsticks,"kMandarin,kHanyuPinyin"
搜,搜,U+641C,sōu xiāo sòu shǎo,sou xiao shao,sōu,"31919.070:sōu,xiāo,sòu,shǎo","search, seek; investigate","kMandarin,kHanyuPinyin"
搞,搞,U+641E,gǎo qiāo kào,gao qiao kao,gǎo,"31935.080:qiāo,kào,gǎo","to clear, clarify","kMandarin,kHanyuPinyin"
搤,搤,U+6424,è yì,e yi,è,"31936.050:è,yì",seize,"kMandarin,kHanyuPinyin"
搥,搥,U+6425,chuí duī,chui dui,chuí,"31920.060:duī,chuí","beat, pound, strike, throw; shampoo","kMandarin,kHanyuPinyin"
搨,搨,U+6428,tà dá,ta da,tà,"31931.080:dá,tà","rub, make rubbings of inscription","kMandarin,kHanyuPinyin"
搩,搩,U+6429,zhǎ jié,zha jie,zhǎ,"31935.050:jié,zhǎ",,"kMandarin,kHanyuPinyin"
搫,搫,U+642B,pán bān pó,pan ban po,pán,"31927.080:pán,bān,pó","to move, remove, transport","kMandarin,kHanyuPinyin"
搬,搬,U+642C,bān sù,ban su,bān,"31933.020:bān,sù","transfer, move, remove, shift","kMandarin,kHanyuPinyin"
搭,搭,U+642D,dā tà,da ta,dā,"31912.030:dā,tà","join together, attach to; add to","kMandarin,kHanyuPinyin"
搰,搰,U+6430,hú kū,hu ku,hú,"31918.030:hú,kū",dig; turbid; exert; (Cant.) to shake,"kMandarin,kHanyuPinyin"
搱,搱,U+6431,zhì nái,zhi nai,zhì,"31938.070:zhì,nái",,"kMandarin,kHanyuPinyin"
搳,搳,U+6433,huá xiá qiā,hua xia qia,huá,"31937.010:xiá,qiā,huá",boxing; a finger-guessing game,"kMandarin,kHanyuPinyin"
抢,搶,U+6436,qiǎng qiāng qiàng chéng chēng,qiang cheng,qiǎng,"31934.030:qiāng,qiǎng,qiàng,chéng,chēng","plunder, rob, take by force","kMandarin,kHanyuPinyin"
搷,搷,U+6437,tián shēn,tian shen,tián,"31929.060:tián,shēn",to beat; to winnow,"kMandarin,kHanyuPinyin"
摋,摋,U+644B,sà shǎi shā,sa shai sha,sà,"31933.050:sà,shǎi,shā",to strike with the hand,"kMandarin,kHanyuPinyin"
摌,摌,U+644C,chǎn sùn,chan sun,chǎn,"31948.120:chǎn,sùn",,"kMandarin,kHanyuPinyin"
摎,摎,U+644E,jiū liú liáo jiǎo náo,jiu liu liao jiao nao,jiū,"31950.140:jiū,liú,liáo,jiǎo,náo",to strangle; to inquire into,"kMandarin,kHanyuPinyin"
掴,摑,U+6451,guāi guó,guai guo,guāi,31946.040:guó,"box one's ears, slap","kMandarin,kHanyuPinyin"
摓,摓,U+6453,féng pěng,feng peng,féng,"31935.040:féng,pěng",,"kMandarin,kHanyuPinyin"
摕,摕,U+6455,dì tú zhí,di tu zhi,dì,"31942.050:dì,tú,zhí",(Cant.) to hit,"kMandarin,kHanyuPinyin"
摖,摖,U+6456,qì chá,qi cha,qì,"31948.060:qì,chá",,"kMandarin,kHanyuPinyin"
摗,摗,U+6457,sōu sǒng,sou song,sōu,"31943.020:sōu,sǒng",,"kMandarin,kHanyuPinyin"
摡,摡,U+6461,gài xì,gai xi,gài,"31947.110:gài,xì",to irrigate; to flood water flowing; to scour,"kMandarin,kHanyuPinyin"
摢,摢,U+6462,hù chū,hu chu,hù,"31945.030:hù,chū",,"kMandarin,kHanyuPinyin"
摣,摣,U+6463,zhā zhuā,zha zhua,zhā,"31945.020:zhā,zhuā",a handful. to pick up with the fingers. to seize,"kMandarin,kHanyuPinyin"
摧,摧,U+6467,cuī zuì cuò,cui zui cuo,cuī,"31946.080:cuī,zuì,cuò","destroy, break, injure","kMandarin,kHanyuPinyin"
摨,摨,U+6468,nái zhì,nai zhi,nái,"31964.010:nái,zhì",,"kMandarin,kHanyuPinyin"
摩,摩,U+6469,mó mí mā,mo mi ma,mó,"31940.070:mó,mí,mā","rub, scour, grind; friction","kMandarin,kHanyuPinyin"
摪,摪,U+646A,jiāng qiàng,jiang qiang,jiāng,"31950.120:jiāng,qiàng",,"kMandarin,kHanyuPinyin"
摮,摮,U+646E,áo qiāo,ao qiao,áo,"31927.020:áo,qiāo",to rattle; to shake. to smite,"kMandarin,kHanyuPinyin"
摰,摰,U+6470,niè chè,nie che,niè,"31939.090:niè,chè",to seize with the hand; to grasp; to advance; to break down,"kMandarin,kHanyuPinyin"
摲,摲,U+6472,chàn cán,chan can,chàn,"31942.090:chàn,cán",raze,"kMandarin,kHanyuPinyin"
抠,摳,U+6473,kōu ōu,kou ou,kōu,"31943.040:kōu,ōu","raise, lift up; tight-fisted","kMandarin,kHanyuPinyin"
摴,摴,U+6474,chū chī,chu chi,chū,"31944.080:chū,chī","to stretch out, to unroll; comfortable, easy (same as 舒); 摴蒲 is the name of a traditional play","kMandarin,kHanyuPinyin"
摵,摵,U+6475,shè sù mí,she su mi,shè,"31944.020:shè,sù,mí","(Cant.) to pull, lift up","kMandarin,kHanyuPinyin"
抟,摶,U+6476,tuán zhuàn zhuān,tuan zhuan,tuán,"31942.110:tuán,zhuàn,zhuān",roll around with hand; model,"kMandarin,kHanyuPinyin"
摷,摷,U+6477,jiǎo chāo,jiao chao,jiǎo,"31951.040:jiǎo,chāo 31978.030:chāo,jiǎo","(Cant.) to search for, look for; to beat up","kMandarin,kHanyuPinyin"
折,摺,U+647A,zhé lā xié,zhe la xie,zhé,"31950.130:zhé,lā,xié","fold, bend; twisted, curved","kMandarin,kHanyuPinyin"
掺,摻,U+647B,càn shǎn shān chān sēn,can shan chan sen,càn,"31951.010:shǎn,shān,chān,sēn,càn","a delicate hand; mix, blend, adulterate","kMandarin,kHanyuPinyin"
摼,摼,U+647C,kēng qiān,keng qian,kēng,"31943.050:kēng,qiān","(Cant.) to knock, hit","kMandarin,kHanyuPinyin"
摽,摽,U+647D,biào biāo piāo pāo,biao piao pao,biào biāo,"31943.060:piāo,biào,biāo,pāo",throw out; push out; strike,"kMandarin,kHanyuPinyin"
撅,撅,U+6485,juē juè jué guì,jue gui,juē,"31955.010:juē,juè,jué,guì","protrude; snap, break; dig","kMandarin,kHanyuPinyin"
撇,撇,U+6487,piē biē piě,pie bie,piē,"31945.050:piē,biē,piě","discard, abandon, throw away","kMandarin,kHanyuPinyin"
撋,撋,U+648B,ruán ruí rún ruó suī,ruan rui run ruo sui,ruán,"31963.080:ruán,ruí,rún,ruó,suī",to rub between the hands,"kMandarin,kHanyuPinyin"
撍,撍,U+648D,zǎn zān zēn qián,zan zen qian,zǎn,"31956.010:zǎn,zān,zēn,qián 80026.080:qián,zān,zēn,zǎn","to hold in the hand, to grasp; to wring; (Cant.) to pull out","kMandarin,kHanyuPinyin"
挦,撏,U+648F,xián xún,xian xun,xián,"31963.070:xián,xún","pull out, pluck; take hold of","kMandarin,kHanyuPinyin"
挠,撓,U+6493,náo xiāo rào,nao xiao rao,náo,"31952.140:náo,xiāo,rào","scratch; disturb, bother; submit","kMandarin,kHanyuPinyin"
撕,撕,U+6495,sī xī,si xi,sī,"31953.060:sī,xī","rip, tear; buy cloth","kMandarin,kHanyuPinyin"
撖,撖,U+6496,hàn qiǎn,han qian,hàn,"31950.090:qiǎn,hàn",surname,"kMandarin,kHanyuPinyin"
撜,撜,U+649C,zhěng chéng,zheng cheng,zhěng,"31964.050:zhěng,chéng",,"kMandarin,kHanyuPinyin"
㧑,撝,U+649D,huī wéi,hui wei,huī,"31924.010:huī,wéi","wave, brandish; modest, humble","kMandarin,kHanyuPinyin"
挢,撟,U+649F,jiǎo jiāo kǎo,jiao kao,jiǎo,"31959.030:jiǎo,jiāo,kǎo",correct; to bend or twist; to feign; to raise (the hand),"kMandarin,kHanyuPinyin"
撢,撢,U+64A2,dǎn tàn dàn xín,dan tan xin,dǎn,"31954.100:tàn,dàn,dǎn,xín",to dust; a duster,"kMandarin,kHanyuPinyin"
掸,撣,U+64A3,dǎn dàn chán tān zhǎn shàn tián,dan chan tan zhan shan tian,dǎn,"31958.050:dàn,chán,dǎn,tān,zhǎn,shàn,tián",to dust; a duster,"kMandarin,kHanyuPinyin"
拨,撥,U+64A5,bō fá,bo fa,bō,"31964.060:bō,fá","move; dispel; distribute; plectrum, play stringed instrument","kMandarin,kHanyuPinyin"
撨,撨,U+64A8,fǔ xiāo sōu,fu xiao sou,fǔ,"31960.060:xiāo,sōu",,"kMandarin,kHanyuPinyin"
撩,撩,U+64A9,liāo liáo liǎo lào liào,liao lao,liāo,"31955.020:liáo,liǎo,lào,liāo,liào","lift up, raise; leave, depart","kMandarin,kHanyuPinyin"
抚,撫,U+64AB,fǔ mó,fu mo,fǔ,"31958.060:fǔ,mó","pat, console, comfort; pacify","kMandarin,kHanyuPinyin"
撮,撮,U+64AE,cuō zuì zuān chuā zuǒ,cuo zui zuan chua zuo,cuō,"31957.020:cuō,zuì,zuān,chuā,zuǒ","little bit, small amount, pinch","kMandarin,kHanyuPinyin"
撰,撰,U+64B0,zhuàn xuǎn suàn,zhuan xuan suan,zhuàn,"31964.030:zhuàn,xuǎn,suàn","compose, write, compile","kMandarin,kHanyuPinyin"
撱,撱,U+64B1,wěi tuǒ,wei tuo,wěi,"31950.110:wěi,tuǒ","to shorten, to clip; to throw away","kMandarin,kHanyuPinyin"
扑,撲,U+64B2,pū bǔ,pu bu,pū,"31956.040:pū,bǔ","pound, beat, strike; attack","kMandarin,kHanyuPinyin"
撽,撽,U+64BD,qiào yāo jī,qiao yao ji,qiào,"31970.110:qiào,yāo,jī","to strike, attack","kMandarin,kHanyuPinyin"
挝,撾,U+64BE,wō zhuā,wo zhua,wō,"31947.030:zhuā,wō",to beat; to strike,"kMandarin,kHanyuPinyin"
捡,撿,U+64BF,jiǎn liàn,jian lian,jiǎn,"31970.150:liàn,jiǎn",to pick up,"kMandarin,kHanyuPinyin"
择,擇,U+64C7,zé zhái yì,ze zhai yi,zé,"31969.040:zé,zhái,yì","select, choose, pick out","kMandarin,kHanyuPinyin"
击,擊,U+64CA,jī jì xí,ji xi,jī,"31965.060:jī,jì,xí","strike, hit, beat; attack, fight","kMandarin,kHanyuPinyin"
擏,擏,U+64CF,qíng jǐng jìng,qing jing,qíng,"31954.030:qíng,jǐng,jìng","(Cant.) to guard against, take precautions","kMandarin,kHanyuPinyin"
擐,擐,U+64D0,huàn juǎn xuān,huan juan xuan,huàn,"31970.010:huàn,juǎn,xuān",to put on,"kMandarin,kHanyuPinyin"
担,擔,U+64D4,dān dàn shàn,dan shan,dān,"31971.030:dān,dàn,shàn","carry, bear, undertake","kMandarin,kHanyuPinyin"
擖,擖,U+64D6,kā qiā jiā zhá guā yè gē liè,ka qia jia zha gua ye ge lie,kā,"31954.020:qiā,jiā,zhá,guā,yè,gē,liè",scrape,"kMandarin,kHanyuPinyin"
擗,擗,U+64D7,pǐ bò,pi bo,pǐ,"31973.030:pǐ,bò",to beat the breast,"kMandarin,kHanyuPinyin"
擣,擣,U+64E3,dǎo chóu,dao chou,dǎo,"31973.130:dǎo,chóu","hull; thresh; beat, attack","kMandarin,kHanyuPinyin"
擩,擩,U+64E9,rǔ nǔ rù nòu ruán,ru nu nou ruan,rǔ,"31974.080:rǔ,nǔ,rù,nòu,ruán","to stain, to dye","kMandarin,kHanyuPinyin"
擭,擭,U+64ED,wò huò hù,wo huo hu,wò,"31966.130:wò,huò,hù","trap catch animals, snare; seize","kMandarin,kHanyuPinyin"
擳,擳,U+64F3,zhì jié,zhi jie,zhì,"31981.020:zhì,jié",(Cant.) to squeeze out; tickle,"kMandarin,kHanyuPinyin"
扩,擴,U+64F4,kuò tǎng guàng,kuo tang guang,kuò,"31975.060:kuò,tǎng,guàng","expand, enlarge, stretch","kMandarin,kHanyuPinyin"
擸,擸,U+64F8,liè là,lie la,liè,"31982.020:liè,là","to hold, to grasp; to hold the hair; to pull at; (Cant.) to glance","kMandarin,kHanyuPinyin"
擽,擽,U+64FD,lüè lì yuè,lve li yue,lüè,"31981.080:lüè,lì,yuè","tickle; ticklish, funny","kMandarin,kHanyuPinyin"
擿,擿,U+64FF,tī zhì zhāi,ti zhi zhai,tī,"31975.080:zhì,tī,zhāi","to select, to pick out from, to discard","kMandarin,kHanyuPinyin"
攃,攃,U+6503,cā sǎ,ca sa,cā,"31979.050:cā,sǎ",preceding,"kMandarin,kHanyuPinyin"
摅,攄,U+6504,shū lù,shu lu,shū,"31980.030:shū,lù","spread, disperse; vent, set forth","kMandarin,kHanyuPinyin"
攈,攈,U+6508,jùn pèi,jun pei,jùn,"31983.110:jùn,pèi",,"kMandarin,kHanyuPinyin"
攉,攉,U+6509,huō huò què,huo que,huō,"31982.110:huò,què",to beckon; to urge,"kMandarin,kHanyuPinyin"
攋,攋,U+650B,là lài,la lai,là,"31982.070:là,lài","to clutch; to grab at; to rub or scrape; to tear; (Cant.) to leave behind, omit","kMandarin,kHanyuPinyin"
攎,攎,U+650E,lú luó,lu luo,lú,"31982.150:lú,luó",,"kMandarin,kHanyuPinyin"
攕,攕,U+6515,xiān jiān,xian jian,xiān,"31984.150:xiān,jiān",,"kMandarin,kHanyuPinyin"
攘,攘,U+6518,rǎng ràng níng xiǎng,rang ning xiang,rǎng,"31985.020:ràng,rǎng,níng,xiǎng","seize, take by force; repel","kMandarin,kHanyuPinyin"
搀,攙,U+6519,chān shàn,chan shan,chān,"31984.160:chān,shàn","to give a helping hand; to support, hold up","kMandarin,kHanyuPinyin"
摄,攝,U+651D,shè zhé niè shà,she zhe nie sha,shè,"31986.080:shè,zhé,niè,shà","take in, absorb; act as deputy; administer, assist","kMandarin,kHanyuPinyin"
攠,攠,U+6520,mí mó,mi mo,mí,"31991.030:mí,mó",,"kMandarin,kHanyuPinyin"
攒,攢,U+6522,zǎn cuán zuān zàn,zan cuan zuan,zǎn,"31990.060:cuán,zǎn,zuān,zàn","save, hoard","kMandarin,kHanyuPinyin"
挛,攣,U+6523,luán liàn,luan lian,luán,"31989.030:luán,liàn",tangled; entwined; crooked,"kMandarin,kHanyuPinyin"
摊,攤,U+6524,tān nàn,tan nan,tān,"31989.040:tān,nàn","spread out, open; apportion","kMandarin,kHanyuPinyin"
攦,攦,U+6526,lì shài,li shai,lì,"31990.020:lì,shài",,"kMandarin,kHanyuPinyin"
攩,攩,U+6529,dǎng tǎng,dang tang,dǎng,"31991.090:dǎng,tǎng",to obstruct; shut out; shelter from; keep off; stop; resist,"kMandarin,kHanyuPinyin"
攭,攭,U+652D,lì luǒ,li luo,lì,"31992.100:lì,luǒ",,"kMandarin,kHanyuPinyin"
支,支,U+652F,zhī zhì qí,zhi qi,zhī,"21327.140:zhī,zhì,qí","disperse, pay; support; branch","kMandarin,kHanyuPinyin"
攲,攲,U+6532,qī jī,qi ji,qī,"21329.210:jī,qī",up; uneven,"kMandarin,kHanyuPinyin"
攼,攼,U+653C,gān hàn,gan han,gān,"21449.040:gān,hàn",,"kMandarin,kHanyuPinyin"
攽,攽,U+653D,bān bīn,ban bin,bān,"21451.090:bān,bīn","to divide, allot; to send to","kMandarin,kHanyuPinyin"
敃,敃,U+6543,mǐn fēn,min fen,mǐn,"21455.090:mǐn,fēn",strong; robust; vigorous,"kMandarin,kHanyuPinyin"
敄,敄,U+6544,wù móu,wu mou,wù,"21455.120:wù,móu",to put forth effort,"kMandarin,kHanyuPinyin"
敊,敊,U+654A,chù shōu,chu shou,chù,"21455.170:chù,shōu",,"kMandarin,kHanyuPinyin"
敌,敌,U+654C,dí huá,di hua,dí,"52943.020:huá,dí","enemy, foe, rival; resist","kMandarin,kHanyuPinyin"
敕,敕,U+6555,chì sōu,chi sou,chì,"21460.030:chì,sōu",an imperial order or decree,"kMandarin,kHanyuPinyin"
敞,敞,U+655E,chǎng chèng zhèng,chang cheng zheng,chǎng,"21467.030:chǎng,chèng,zhèng","roomy, spacious, open, broad","kMandarin,kHanyuPinyin"
敠,敠,U+6560,duō què,duo que,duō,"21465.130:duō,què",to weigh; cut; come without being invited,"kMandarin,kHanyuPinyin"
敥,敥,U+6565,yàn jiǎo,yan jiao,yàn,"21465.090:yàn,jiǎo",,"kMandarin,kHanyuPinyin"
敦,敦,U+6566,dūn duī tuán diāo dùn dào zhǔn tūn duì tún,dun dui tuan diao dao zhun tun,dūn,"21468.010:dūn,duī,tuán,diāo,dùn,dào,zhǔn,tūn,duì,tún","esteem; honest, candid, sincere","kMandarin,kHanyuPinyin"
敧,敧,U+6567,jī qǐ,ji qi,jī,"21464.040:jī,qǐ",to pick up thing with chopsticks or pincers.,"kMandarin,kHanyuPinyin"
敫,敫,U+656B,jiǎo qiāo jiào,jiao qiao,jiǎo,"21470.130:jiǎo,qiāo,jiào",ancient musical instrument,"kMandarin,kHanyuPinyin"
敱,敱,U+6571,ái zhú,ai zhu,ái,"21471.050:ái,zhú",,"kMandarin,kHanyuPinyin"
数,數,U+6578,shù shǔ shuò,shu shuo,shù,"21474.010:shǔ,shù,shuò",number; several; count; fate,"kMandarin,kHanyuPinyin"
敺,敺,U+657A,qū ōu,qu ou,qū,"21472.120:qū,ōu","expel, drive away; beat, assault","kMandarin,kHanyuPinyin"
斀,斀,U+6580,zhuó zhú,zhuo zhu,zhuó,"21477.190:zhuó,zhú",,"kMandarin,kHanyuPinyin"
斁,斁,U+6581,yì dù tú,yi du tu,yì,"21478.060:yì,dù,tú",dislike; be weary of; explain,"kMandarin,kHanyuPinyin"
斄,斄,U+6584,lí tái,li tai,lí,"21479.190:lí,tái",,"kMandarin,kHanyuPinyin"
斅,斅,U+6585,xiào xué,xiao xue,xiào,"21480.080:xiào,xué","teach, instruct; be aroused; awake; intelligent","kMandarin,kHanyuPinyin"
斗,斗,U+6597,dòu dǒu zhǔ,dou zhu,dòu dǒu,"32252.010:dǒu,zhǔ,dòu","a dipper; unit of volume (ten 升 or litres); Kangxi radical 68; 8th lunar mansion, determinative star φ Sagittarii","kMandarin,kHanyuPinyin"
斜,斜,U+659C,xié xiá chá yé,xie xia cha ye,xié,"32253.090:xié,xiá,chá,yé","slanting, sloping, inclined","kMandarin,kHanyuPinyin"
斡,斡,U+65A1,wò guǎn,wo guan,wò,"32255.070:wò,guǎn","revolve, rotate, turn","kMandarin,kHanyuPinyin"
斢,斢,U+65A2,tiǎo tǒu,tiao tou,tiǎo,"32256.070:tǒu,tiǎo",,"kMandarin,kHanyuPinyin"
斥,斥,U+65A5,chì chè zhè,chi che zhe,chì,"32022.030:chì,chè,zhè","to scold, upbraid, accuse, reproach","kMandarin,kHanyuPinyin"
斦,斦,U+65A6,yín zhì,yin zhi,yín,"32023.090:yín,zhì",,"kMandarin,kHanyuPinyin"
斫,斫,U+65AB,zhuó chuò,zhuo chuo,zhuó,"32024.030:zhuó,chuò","cut, chop, lop off","kMandarin,kHanyuPinyin"
斮,斮,U+65AE,cuò zhuó,cuo zhuo,cuò,32025.070:zhuó,cut off,"kMandarin,kHanyuPinyin"
斯,斯,U+65AF,sī shǐ,si shi,sī,"32025.060:sī,shǐ","this, thus, such; to lop off; emphatic particle","kMandarin,kHanyuPinyin"
斳,斳,U+65B3,qín jǐn,qin jin,qín,"32027.050:qín,jǐn",,"kMandarin,kHanyuPinyin"
方,方,U+65B9,fāng fáng fǎng páng wǎng fēng,fang pang wang feng,fāng,"32172.010:fāng,fáng,fǎng,páng,wǎng,fēng","a square, rectangle; a region; local","kMandarin,kHanyuPinyin"
斺,斺,U+65BA,chǎn jiè,chan jie,chǎn,"32175.010:chǎn,jiè",,"kMandarin,kHanyuPinyin"
于,於,U+65BC,yú wū,yu wu,yú,"32175.020:wū,yú","in, at, on; interjection alas!","kMandarin,kHanyuPinyin"
施,施,U+65BD,shī yì shǐ,shi yi,shī,"32176.060:shī,yì,shǐ","grant, bestow; give; act; name","kMandarin,kHanyuPinyin"
斿,斿,U+65BF,yóu liú,you liu,yóu,"32176.050:liú,yóu",to swim; to move or rove freely,"kMandarin,kHanyuPinyin"
旁,旁,U+65C1,páng pēng bēng bàng,pang peng beng bang,páng,"32179.020:páng,pēng,bēng,bàng","side; by side, close by, near","kMandarin,kHanyuPinyin"
旄,旄,U+65C4,máo mào wù,mao wu,máo,"32177.060:máo,mào,wù",a kind of ancient flag; old,"kMandarin,kHanyuPinyin"
旇,旇,U+65C7,pī bì,pi bi,pī,"32182.010:pī,bì",,"kMandarin,kHanyuPinyin"
族,族,U+65CF,zú sǒu còu zòu,zu sou cou zou,zú,"32181.010:zú,sǒu,còu,zòu","a family clan, ethnic group, tribe","kMandarin,kHanyuPinyin"
既,既,U+65E2,jì xì,ji xi,jì,"21148.010:jì,xì",already; de facto; since; then,"kMandarin,kHanyuPinyin"
旬,旬,U+65EC,xún jūn,xun jun,xún,"21485.030:xún,jūn",ten-day period; period of time,"kMandarin,kHanyuPinyin"
旮,旮,U+65EE,gā xù,ga xu,gā,"21485.050:xù,gā","nook, corner","kMandarin,kHanyuPinyin"
旰,旰,U+65F0,gàn hàn,gan han,gàn,"21486.070:gàn,hàn","sunset, dusk; evening","kMandarin,kHanyuPinyin"
旲,旲,U+65F2,tái yīng,tai ying,tái,"21487.050:tái,yīng",,"kMandarin,kHanyuPinyin"
旽,旽,U+65FD,tūn zhùn,tun zhun,tūn,"21489.060:tūn,zhùn","morning sun, sunrise","kMandarin,kHanyuPinyin"
昂,昂,U+6602,áng yàng,ang yang,áng,"21495.030:áng,yàng","rise, raise; proud, bold; upright","kMandarin,kHanyuPinyin"
昆,昆,U+6606,kūn hún kùn,kun hun,kūn,"21489.090:kūn,hún,kùn",elder brother; descendants,"kMandarin,kHanyuPinyin"
昋,昋,U+660B,guì jiǒng,gui jiong,guì,"21488.070:guì,jiǒng",,"kMandarin,kHanyuPinyin"
明,明,U+660E,míng mèng,ming meng,míng,"21491.080:míng,mèng","bright, light, brilliant; clear","kMandarin,kHanyuPinyin"
昔,昔,U+6614,xī cuò,xi cuo,xī,"21488.110:xī,cuò",formerly; ancient; in beginning,"kMandarin,kHanyuPinyin"
昕,昕,U+6615,xīn xuān,xin xuan,xīn,"21491.010:xīn,xuān",dawn; early morning; day,"kMandarin,kHanyuPinyin"
昙,昙,U+6619,tán yù,tan yu,tán,"21488.090:yù,tán","become cloudy, overcast","kMandarin,kHanyuPinyin"
昞,昞,U+661E,bǐng fǎng,bing fang,bǐng,"21499.030:bǐng,fǎng","bright, luminous; glorious","kMandarin,kHanyuPinyin"
映,映,U+6620,yìng yǎng,ying yang,yìng,"21500.060:yìng,yǎng",project; reflect light,"kMandarin,kHanyuPinyin"
昢,昢,U+6622,pò pèi,po pei,pò,"21504.060:pò,pèi",,"kMandarin,kHanyuPinyin"
昧,昧,U+6627,mèi wěn mò,mei wen mo,mèi,"21497.010:mèi,wěn,mò","obscure, dark; darken","kMandarin,kHanyuPinyin"
昫,昫,U+662B,xù xiǒng,xu xiong,xù,"21502.090:xù,xiǒng",warm,"kMandarin,kHanyuPinyin"
是,是,U+662F,shì tí,shi ti,shì,"21497.050:shì,tí","indeed, yes, right; to be; demonstrative pronoun, this, that","kMandarin,kHanyuPinyin"
昰,昰,U+6630,shì xià,shi xia,shì,"21497.040:shì,xià",variant of 'to be'; summer; name,"kMandarin,kHanyuPinyin"
昳,昳,U+6633,dié diè yì,die yi,dié,"21502.010:diè,yì",the declining sun in the west,"kMandarin,kHanyuPinyin"
昵,昵,U+6635,nì nǐ zhì,ni zhi,nì,"21504.020:nì,nǐ,zhì","intimate, close; approach","kMandarin,kHanyuPinyin"
晁,晁,U+6641,cháo zhāo chào,chao zhao,cháo,"21508.150:zhāo,cháo,chào","morning, dawn; surname","kMandarin,kHanyuPinyin"
晇,晇,U+6647,xū kuā,xu kua,xū,"21506.100:xū,kuā",,"kMandarin,kHanyuPinyin"
晟,晟,U+665F,chéng shèng jīng,cheng sheng jing,chéng,"21506.140:shèng,chéng,jīng","clear, bright; splendor, brightness","kMandarin,kHanyuPinyin"
晢,晢,U+6662,zhé zhì,zhe zhi,zhé,"21510.080:zhé,zhì",light of stars; shine,"kMandarin,kHanyuPinyin"
景,景,U+666F,jǐng yǐng,jing ying,jǐng,"21520.030:jǐng,yǐng","scenery, view; conditions","kMandarin,kHanyuPinyin"
晵,晵,U+6675,qǐ dù,qi du,qǐ,"21522.050:qǐ,dù",,"kMandarin,kHanyuPinyin"
晻,晻,U+667B,àn ǎn yǎn,an yan,àn,"21517.130:àn,ǎn,yǎn",unclear,"kMandarin,kHanyuPinyin"
